4299148630 39339 1 18
4299148643 18242 0 11
4299148656 0 0 0
4299148669 0 0 0
4299148682 0 0 0
4299148695 0 0 0
4299148708 0 0 0
4299148721 0 0 0
4299148734 0 0 0
4299148747 0 0 0
4299148760 0 0 0
4299148773 0 0 0
4299148786 0 0 0
4299148799 0 0 0
4299148812 0 0 0
4299148825 0 0 0
4299148838 0 0 0
4299148851 0 0 0
4299148864 0 0 0
4299148877 6507 0 5
4299148890 2911 0 2
4299148903 18095 0 11
4299148916 16811 0 13
4299148929 2626 0 3
4299148942 0 0 0
4299148955 0 0 0
4299148968 0 0 0
4299148981 0 0 0
4299148994 0 0 0
4299149007 0 0 0
4299149020 0 0 0
4299149033 0 0 0
4299149046 0 0 0
4299149059 0 0 0
4299149072 0 0 0
4299149085 0 0 0
4299149098 0 0 0
4299149111 0 0 0
4299149124 0 0 0
4299149137 9073 0 5
4299149150 0 0 0
4299149163 0 0 0
4299149176 12495 0 8
4299149189 18384 0 10
4299149202 0 0 0
4299149215 0 0 0
4299149228 0 0 0
4299149241 0 0 0
4299149254 0 0 0
4299149267 0 0 0
4299149280 0 0 0
4299149293 0 0 0
4299149306 0 0 0
4299149319 0 0 0
4299149332 0 0 0
4299149345 0 0 0
4299149358 0 0 0
4299149371 0 0 0
4299149384 0 0 0
4299149397 8735 0 5
4299149410 0 0 0
4299149423 0 0 0
4299149436 0 0 0
4299149449 18466 0 13
4299149462 7023 0 4
4299149475 0 0 0
4299149488 0 0 0
4299149501 0 0 0
4299149514 0 0 0
4299149527 0 0 0
4299149540 0 0 0
4299149553 0 0 0
4299149566 0 0 0
4299149579 0 0 0
4299149592 0 0 0
4299149605 0 0 0
4299149618 0 0 0
4299149631 0 0 0
4299149644 7468 0 5
4299149657 974 0 0
4299149670 0 0 0
4299149683 0 0 0
4299149696 0 0 0
4299149709 7964 0 6
4299149722 13330 0 9
4299149735 0 0 0
4299149748 0 0 0
4299149761 0 0 0
4299149774 0 0 0
4299149787 0 0 0
4299149800 0 0 0
4299149813 0 0 0
4299149826 0 0 0
4299149839 0 0 0
4299149852 0 0 0
4299149865 0 0 0
4299149878 0 0 0
4299149891 0 0 0
4299149904 8092 0 6
4299149917 0 0 0
4299149930 0 0 0
4299149943 0 0 0
4299149956 0 0 0
4299149969 153 0 1
4299149982 17421 0 12
4299149995 0 0 0
4299150008 0 0 0
4299150021 0 0 0
4299150034 0 0 0
4299150047 0 0 0
4299150060 0 0 0
4299150073 0 0 0
4299150086 0 0 0
4299150099 0 0 0
4299150112 0 0 0
4299150125 0 0 0
4299150138 0 0 0
4299150151 1318 0 1
4299150164 6449 0 4
4299150177 0 0 0
4299150190 0 0 0
4299150203 0 0 0
4299150216 0 0 0
4299150229 0 0 0
4299150242 14216 0 11
4299150255 176 0 0
4299150268 0 0 0
4299150281 0 0 0
90194313226 32752 53157 90194313226
37084 53170 90194313226 31559
53186 90194313226 35149 53192
90194313226 35169 53198 90194313226
33542 53204 90194313226 34922
53210 90194313226 35225 53216
90194313226 35189 53222 90194313226
32958 53229 90194313226 32549
53240 90194313226 36249 53251
90194313226 40471 53262 90194313226
42578 53273 90194313226 33432
53305 90194313226 34997 53316
90194313226 43183 53328 90194313226
43183 53341 90194313226 37334
53373 90194313226 36228 53405
90194313226 36901 53439 90194313226
40441 53451 90194313226 33884
53463 90194313226 34743 53476
