4337785005 32270 0 17
4337785018 17541 0 7
4337785031 0 0 0
4337785044 0 0 0
4337785057 0 0 0
4337785070 0 0 0
4337785083 0 0 0
4337785096 0 0 0
4337785109 0 0 0
4337785122 0 0 0
4337785135 0 0 0
4337785148 0 0 0
4337785161 0 0 0
4337785174 0 0 0
4337785187 0 0 0
4337785200 0 0 0
4337785213 0 0 0
4337785226 0 0 0
4337785239 0 0 0
4337785252 2018 0 1
4337785265 7677 0 3
4337785278 29855 0 10
4337785291 0 0 0
4337785304 0 0 0
4337785317 0 0 0
4337785330 0 0 0
4337785343 0 0 0
4337785356 0 0 0
4337785369 0 0 0
4337785382 0 0 0
4337785395 0 0 0
4337785408 0 0 0
4337785421 0 0 0
4337785434 0 0 0
4337785447 0 0 0
4337785460 0 0 0
4337785473 0 0 0
4337785486 0 0 0
4337785499 1944 0 0
4337785512 0 0 0
4337785525 0 0 0
4337785538 30879 0 12
4337785551 0 0 0
4337785564 0 0 0
4337785577 0 0 0
4337785590 0 0 0
4337785603 0 0 0
4337785616 0 0 0
4337785629 0 0 0
4337785642 0 0 0
4337785655 0 0 0
4337785668 0 0 0
4337785681 0 0 0
4337785694 0 0 0
4337785707 0 0 0
4337785720 0 0 0
4337785733 0 0 0
4337785746 285 0 1
4337785759 1657 0 0
4337785772 0 0 0
4337785785 0 0 0
4337785798 25489 0 10
4337785811 0 0 0
4337785824 0 0 0
4337785837 0 0 0
4337785850 0 0 0
4337785863 0 0 0
4337785876 0 0 0
4337785889 0 0 0
4337785902 0 0 0
4337785915 0 0 0
4337785928 0 0 0
4337785941 0 0 0
4337785954 0 0 0
4337785967 0 0 0
4337785980 0 0 0
4337785993 0 0 0
4337786006 1951 0 1
4337786019 0 0 0
4337786032 0 0 0
4337786045 0 0 0
4337786058 21294 0 8
4337786071 0 0 0
4337786084 0 0 0
4337786097 0 0 0
4337786110 0 0 0
4337786123 0 0 0
4337786136 0 0 0
4337786149 0 0 0
4337786162 0 0 0
4337786175 0 0 0
4337786188 0 0 0
4337786201 0 0 0
4337786214 0 0 0
4337786227 0 0 0
4337786240 0 0 0
4337786253 1933 0 1
4337786266 0 0 0
4337786279 0 0 0
4337786292 0 0 0
4337786305 0 0 0
4337786318 17574 0 7
4337786331 0 0 0
4337786344 0 0 0
4337786357 0 0 0
4337786370 0 0 0
4337786383 0 0 0
4337786396 0 0 0
4337786409 0 0 0
4337786422 0 0 0
4337786435 0 0 0
4337786448 0 0 0
4337786461 0 0 0
4337786474 0 0 0
4337786487 0 0 0
4337786500 1864 0 1
4337786513 0 0 0
4337786526 0 0 0
4337786539 0 0 0
4337786552 0 0 0
4337786565 5032 0 3
4337786578 9360 0 4
4337786591 0 0 0
4337786604 0 0 0
4337786617 0 0 0
4337786630 0 0 0
4337786643 0 0 0
4337786656 0 0 0
4337786669 0 0 0
4337786682 0 0 0
4337786695 0 0 0
4337786708 0 0 0
4337786721 0 0 0
4337786734 0 0 0
4337786747 0 0 0
4337786760 1849 0 1
4337786773 0 0 0
4337786786 0 0 0
4337786799 0 0 0
4337786812 0 0 0
4337786825 11933 0 5
4337786838 0 0 0
4337786851 0 0 0
4337786864 0 0 0
4337786877 0 0 0
4337786890 0 0 0
4337786903 0 0 0
4337786916 0 0 0
4337786929 0 0 0
4337786942 0 0 0
4337786955 0 0 0
4337786968 0 0 0
4337786981 0 0 0
4337786994 0 0 0
4337787007 1861 0 0
4337787020 0 0 0
4337787033 0 0 0
4337787046 0 0 0
4337787059 0 0 0
4337787072 0 0 0
4337787085 9944 0 5
4337787098 0 0 0
4337787111 0 0 0
4337787124 0 0 0
4337787137 0 0 0
4337787150 0 0 0
4337787163 0 0 0
4337787176 0 0 0
4337787189 0 0 0
4337787202 0 0 0
4337787215 0 0 0
4337787228 0 0 0
4337787241 0 0 0
4337787254 1867 0 1
4337787267 0 0 0
